Review
"Tolong ada pilihan untuk lagunya. Soalnya aku sangat suka lagu yang dulu sangat ceria. Lagu sekarang sangat aneh didengar, sangat mengganggu, membuat tidak semangat mainnya."
"backsound nya jadi jelek, Clasik nya berkurang,tolong kembalikan backsound yang lama karna ga sesuai dengan permainan nya"
"Lama2 kesel jg, udh topup 1 jam yg lalu tp koin emas nya blm masuk jg. Perbaiki sistem nya, jgn cuma mau ambil duit nya aja!!! Untuk yg ke 2 kali topup koin emas tdk masuk. Tolong di refund!!!"
"Parah.. 1 level butuh waktu lama.. Padahal masih lv. 2600an masa harus terus ada bantuan Sudah tidak logis.. 1 x menang 15x kalah, paraaaaaahah-hhhhh Aplikasi sampah"
Mantap game yg sangat menghibur dan tidak menyebalkan seperti game lainnya yg sarat dgn iklan. Game ini bisa dimainkan secara online ataupun offline. Terima kasih King...👍
Saya membeli paket di toko seharga 70.000 + ppn tp yg saya dapatkan tidak sesuai paket yg tertera. Saya sudah sering beli tapi pembelian hari ini mengecewakan..
"Game ampas, makin kesini makin keliatan banget ngeduitinnya, beneran malah mirip game judol"
"permainannya seru, dan tidak terlalu susah. hanya apabila kita sudah banyak mendapatkan senjata bonus, jika tidak dimainkan akan hilang"
"Agak kecewa sih sekarang tampilan nya beda.tapi lagu nya yang dulu aja please,jangan diganti.aku lebih suka yang dulu karena enak didenger"
game ini bagus cuman aku kurang suka same suara efek permen dalam game ny dll lebih suka yang lama tapi sama perhatian bahasa selebihnya bagus
Permainan nya sangat menyenangkan apa lagi kalau kita lagi gabut gak tau mau main apa lagi kita bisa main permainan itu.
"aku udah download tiga kali game ini, anti bosen dan bisa hilangin gabut juga, game favorit aku deh pokoknya...."
"Saya download game ini tahun 2016 sampe sekarang,karba saya login pakai akun Facebook jadi walaupun ganti hp tetap lanjut level sekarang udah level 4623 mau otw 5ribu level😊😊😊"
"Sekarang sudah tidak ada bonus lagi dari menonton iklan, sangat disayangkan."
gmn cara perbaiki suka keluar sendiri game ny ini ..
"Game ini sangat seruuu, tolong soundnya jangan diganti lagi yaa, dengan sound yg seperti ini membuat semangat main gamenya tidak mudah bosan juga, saya sangat menyukai gamenya apalagi dengan sound yg baru ini sangatttt seruu sekaliiiii"
"1 aja bintangnya, karena pas update terbaru jadi kurang nyaman mainya, kemarin"" masih enak main udah ngumpulin botol sampe 5 klo gagal main ilangnya 1 per 1 bintangnya, sekarang update terbaru udah ngumpulin botol 5 pas 1 kali gagal main ilangnya sekaligus 5 botol... ampun jadi gak asik mainya..😡"
"Makin kesini makin kacau ini,tambah kacau bener ini game..masak gak bisa keluar dari game harus tutup tab klo mau tutup game atau beralih ke acount lain...diperbaiki yg bener gamenya ..ini sdh level 15600/an punya saya"
"Ada apa dengan game ini? Kok tidak ada koneksi internet selalu di infonya, jadi tidak bisa meneruskan permainan dengam akun yg sudah ada, jadi ulang lagi dari awal. Ayo dong diperbaiki."
"Konyol sumpah,,, ngasih bunus bantuan ama emasnya sih ok,,, tp permainannya ngerampok ky ga rela buat ngumpulin emas ama bantuannya,, kaya diharuskan bantuan kaya wajib dipake. Ibarat kata kasih yg enak2 kemudian dihempaskan ky dijatoin dari atas.. Konyol sumpah.. Parah.. Dilevel 2098 udah berkali2 dicoba masih ttp ga dikasih menang,, bikin Kecewa q main game ini."
iklan Kidz station ilangin dong ga bisa diskip
Aku download game ini Dari tahun 2013 sampe sekarang masih main ya cuma ganti hape aja jadi ganti leven baru lagi...klo hp yg dulu udah level 1000 lebih masih tetep wow asik maen nya seru 😁😁😁🤩
game nya keren dan sangat menarik
Semakin diupdate semakin sering keluar sendiri aplikasinya.kenapa ya?
"Game ngehe, level termudahpun gak akan bisa selesai dalam 1x percobaan tanpa bantuan..."
kenapa selalu muncul di iklan padahal sudah di download kita main game lain dia terus yang muncul di iklan kita kasih 2 bintang aja dulu
"Level saya kok tidak bisa di buka, mala mulai baru lagi. 😱😱😱😱, tolong ya gimana kembali ke level lama sdh jahu levelnya🤣🤣🤣🤣🤣 Coba klo ada uangnya..keren benar ya X....❤❤❤ Alhamdulillah...sekarang levelnya sdh bisa dibuka lagi,🥰🥰🥰🥰❤️❤️❤️❤️💕💕🤲🤲🤲👍👍👍👍👍 Terima kasih/ Thanks you very much...💕💕❤️❤️❤️🥰🥰🥰🥰🥰"
"bener bener ya, udah di level paling susah dan udah bisa ngelewatin itu level malah ujung2 nya ngehank, ngebug, gak bisa lanjut level. gemes banget nih developer nya."
"Game nya bagus dan bikin nyandu juga. Ada bbrp kekurangan yg perlu dipertimbangkan menurut saya. Misalkan pemberian reward berupa bonus tambahan nyawa jika memenangkan level tertentu atau mendapat strike dilevel yg sangat sukar. Senjata pemukul sebaiknya bisa diambil/digunakan ditengah permainan saat situasi sangat dibutuhkan, bukan diambil diawal permainan. Selebihnya everything is good."
aku suka geme ini suka geme ini seru banget
Knp saya tidak dpt melakukan pembelian dan menggunakan mas batangan nya ya untuk melanjutkan permainan krn langkah habis
Agan dan sis yg sering close sendiri gamenya mungkin karena ram nya terlalu kecil atau ramnya udah hampir penuh.... Buktinya saya gak pernah bermasalah main game ini udah 1 tahun lebih.... Kalau sering close sendiri ya mungkin gamenya nggak cocok di hape agan dan sis.... 🤗
saya sudah bayar barusan tapi kok belum dapat ya keuntungannya
"parah,,,ujung²nya harus beli nyawa,,, ngedit nya parah,,,"
"Game pelit iklan jdi gak ada bantuan ayawa,,bintang minus"
aku beli itemnya udh dibayar tpi kok ga terisi yaa? ini gimana sih
Jangan terlalu banyak iklan
misal di hp ini dapet unlimited life terus login di hp lain langsung hilang padahal pakai akun yang sama
Udah ga ada bantuan iklan nya JD susah
Tiap update banyak item yang hilang
"Di level 2011 ada masalah, kenapa di kotak sebelah kiri sudah selesai TPI gak mau pindah ke kotak sebelah kanan... Tolong di perbaiki masih penasaran mau ke level selanjutnya *terimakasih*"
"pembelian emas, sudah transfer tapi emasnya gaada gagal terus balikin duit saya!"
"tidak bisa beli booster,keterangan toko tidak tersedia,saya sdh mencapai level 9700 lebih,saya harus uninstal,saya kehilangan level saya,saya harus mengulang dr awal lg,ttp sistem pembelian tdk bisa dilakukan,apa yg harus saya lakukan??"
"Ngilangin penat strees jenuh karna rutinitas tiap hari, tapi kadang tingkat kesulitan levelnya ga ngotak, yang hard sama yang biasa masih lebih susah yang level biasa kadang malah bikin tambah stress karna tingkat kesulitan dan kurangnya bantuan, jika mau beli item harganya juga ga ngotak. Tolong fitur""nya ditambah dan lebih diperbaiki lagi"
"Mainin ini dari jaman kkn 2016 tau dari temen sekelompok sampe sekarang copot pasang, ga kerasa udah level 4918 bentar lagi 5000, lumayan untuk mengasah otak dan strategi wkwk"
maini candy udah lama Makin tinggi level game nya endut2an kadang berenti lama tau2 nya keluar sendiri dari game nya lama2 jd males terpaksa uninstal ini game
Knp y musiknya gx hidup padahal tombol musik dan suara di apl sudah on volume jg udah on.?
Game aku dari jaman dulu kesuka an dulu waktu banyak waktu sekarang mah susah ada waktu jadi jarang main🙏tapi jangan salah ini bagus sekali untuk refleksi otak loh
"sebenar nya bagus tapi entah kenapa kok bonus ku pada hilang semua,😩padahal uda level 2 ribuan,jd kau ngulang lg ke awal karna kecewa."
"Setelah di update kok hilang efek pecah permennya,seperti permen blaster tu langsung hilang tak ada efek seperti sebelumnya ada flas garisnya"
"Setelah diperbarui kenapa musiknya berubah..bagusan yg awal, bagaimana cara merubahnya"
"Game ini sangat seru, tp nyawa nya ampir abis, dri dulu udah d instal d hapus, trus d instal lg game nya ttep ngga bikin lupa, hobby bangett game ini🥰😍🤩"
"Awal dimainkan, game ini kurang menarik. TAPI...semakin dimainkan, semakin menarik. Bikin penasaran. Apalagi kl udah level tinggi, bonusnya makin banyak (unlimited ❤️ ,bantuan 🖐️,permen Lolly, dll). Jadi makin asyik deh mainnya. Btw saat ini aku udah sampai di level 5605. Tapi...kenapa tiba2 mentok, ga bisa ke level 5606. Padahal udah update, bahkan sampe udah aku uninstall n download ulang. Tapi tetap mentok di level 5605. Gmn nih 🙏😭"
Game serung lag ga bisa di pencet
"Permainan ini cukup menghibur dikala senggang dan kondisi bosan. Jadi yaaa not bad lah, tapi bisa di bilang bagus juga. Saya suka permainan yang seperti ini. Permainan cukup mudah, tapi kalo sudah dapat yg super hard level bisa sampai mengulang beberapa kali hingga merasa kesal. Dan setelah rehat dulu terus mengulang lagi akhirnya terpecahkan juga. Bener bener membantu sih kalo untuk saya. Mohon untuk ditingkatkan kembali bagian piggy banknya karna mudah penuh, dan harus membayar dg harga tinggi"
"Tadi aku coba top up. Tapi ga masuk, nominal 18k Pengaduannya kemana ya?"
Mau beli gold di toko tp gak bisa terus payah
"suka bangeeeettttt ketagihan maen dan setiap level selalu ada hal yang baru jadi gak ngebosenin, jadi selalu pengen nyelesaiin setiap level :) Edit : maaf bintangnya di kurangi 1 karena setiap update bukan dapet fitur baru yang ada malah pada ilang. Malah makin gak ada bonus."
"Game tolol, disengajain kalah sama sistem, dasar drak system Yang bener dong bikin program sama aplikasinya, boro-boro mau refreshing, malah jadi stresing Aturan ga jelas, ga ada patokan, kadang gampang, kadang juga jadi susah Ga jelas banget spesial²nya"
"Masa sih kalau mau di buka celengannya harus membuka dengan membayar. Jadi males, kalau di perlombaan dimulai cuman kalau peringkat 1 sih cuman dapat 5 emas kecuali peringkat 2 dan 3 berarti dapat 2 dan 1 emas. Kalau murah celengannya berarti pakai waktu. Gara-gara level yang sampai di kelelawar itu Level Sulit sudah yang level 5?? Gak tau berapa yah, abis aku cuman uninstal tidak lihat levelnya. Yang saya berhasil memenangkan level yang Level Super Sulit di level 52, Bye."
Kenapa sering keluarr. Susah masuk..bug nya parah bangett..perbaiki dong..!!!!!
